                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
16902:  104:invalid | 100:jalr    |  96:addi    |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16903:  108:invalid | 104:invalid | 100:jalr    |  96:addi    |   0:-       BUS_LOAD  MEM[104] accepted 1
16904:  112:invalid | 108:invalid | 104:-       | 100:jalr    |  96:addi    r1=1  BUS_LOAD  MEM[104] accepted 1
16905:   76:lw      |   0:-       |   0:-       |   0:-       | 100:jalr    BUS_LOAD  MEM[72] accepted 1
16906:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
16907:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
16908:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3784] accepted 1
16909:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=1  BUS_LOAD  MEM[80] accepted 1
16910:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
16911:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=2  BUS_LOAD  MEM[88] accepted 1
16912:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3800] accepted 1
16913:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=72  BUS_LOAD  MEM[88] accepted 1
16914:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3808  BUS_LOAD  MEM[96] accepted 1
16915:   76:lw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[72] accepted 1
16916:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
16917:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
16918:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3816] accepted 1
16919:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=3  BUS_LOAD  MEM[80] accepted 1
16920:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
16921:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=5  BUS_LOAD  MEM[88] accepted 1
16922:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3832] accepted 1
16923:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=56  BUS_LOAD  MEM[88] accepted 1
16924:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3840  BUS_LOAD  MEM[96] accepted 1
16925:   60:sw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[56] accepted 1
16926:   64:lw      |  60:sw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[56] accepted 1
16927:   68:addi    |  64:lw      |  60:sw      |   0:-       |   0:-       BUS_LOAD  MEM[64] accepted 1
16928:   72:-       |  68:addi    |  64:lw      |  60:sw      |   0:-       BUS_STORE MEM[3848] = 5 accepted 1
16929:   72:-       |  68:addi    |   0:-       |  64:lw      |  60:sw      BUS_LOAD  MEM[3840] accepted 1
16930:   72:jal     |  72:-       |  68:addi    |   0:-       |  64:lw      r17=5  BUS_LOAD  MEM[64] accepted 1
16931:   76:lw      |  72:jal     |  72:-       |  68:addi    |   0:-       BUS_LOAD  MEM[72] accepted 1
16932:   80:add     |  76:lw      |  72:jal     |  72:-       |  68:addi    r17=3  BUS_LOAD  MEM[72] accepted 1
16933:   84:-       |  80:add     |  76:lw      |  72:jal     |  72:-       BUS_LOAD  MEM[80] accepted 1
16934:   32:beq     |   0:-       |   0:-       |   0:-       |  72:jal     r27=72  BUS_LOAD  MEM[24] accepted 1
16935:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16936:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16937:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16938:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16939:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
16940:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3808  BUS_STORE MEM[3832] = 72 accepted 1
16941:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3808] = 3 accepted 1
16942:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
16943:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=2  BUS_LOAD  MEM[56] accepted 1
16944:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
16945:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
16946:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
16947:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16948:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16949:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16950:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16951:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
16952:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3776  BUS_STORE MEM[3800] = 56 accepted 1
16953:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3776] = 2 accepted 1
16954:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
16955:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=1  BUS_LOAD  MEM[56] accepted 1
16956:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
16957:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
16958:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
16959:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16960:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16961:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16962:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16963:   96:addi    |   0:-       |   0:-       |   0:-       |  36:beq     BUS_LOAD  MEM[88] accepted 1
16964:  100:jalr    |  96:addi    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16965:  104:invalid | 100:jalr    |  96:addi    |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16966:  108:invalid | 104:invalid | 100:jalr    |  96:addi    |   0:-       BUS_LOAD  MEM[104] accepted 1
16967:  112:invalid | 108:invalid | 104:-       | 100:jalr    |  96:addi    r1=1  BUS_LOAD  MEM[104] accepted 1
16968:   60:sw      |   0:-       |   0:-       |   0:-       | 100:jalr    BUS_LOAD  MEM[56] accepted 1
16969:   64:lw      |  60:sw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[56] accepted 1
16970:   68:addi    |  64:lw      |  60:sw      |   0:-       |   0:-       BUS_LOAD  MEM[64] accepted 1
16971:   72:-       |  68:addi    |  64:lw      |  60:sw      |   0:-       BUS_STORE MEM[3784] = 1 accepted 1
16972:   72:-       |  68:addi    |   0:-       |  64:lw      |  60:sw      BUS_LOAD  MEM[3776] accepted 1
16973:   72:jal     |  72:-       |  68:addi    |   0:-       |  64:lw      r17=2  BUS_LOAD  MEM[64] accepted 1
16974:   76:lw      |  72:jal     |  72:-       |  68:addi    |   0:-       BUS_LOAD  MEM[72] accepted 1
16975:   80:add     |  76:lw      |  72:jal     |  72:-       |  68:addi    r17=0  BUS_LOAD  MEM[72] accepted 1
16976:   84:-       |  80:add     |  76:lw      |  72:jal     |  72:-       BUS_LOAD  MEM[80] accepted 1
16977:   32:beq     |   0:-       |   0:-       |   0:-       |  72:jal     r27=72  BUS_LOAD  MEM[24] accepted 1
16978:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16979:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16980:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16981:   96:addi    |   0:-       |   0:-       |   0:-       |  32:beq     BUS_LOAD  MEM[88] accepted 1
16982:  100:jalr    |  96:addi    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16983:  104:invalid | 100:jalr    |  96:addi    |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16984:  108:invalid | 104:invalid | 100:jalr    |  96:addi    |   0:-       BUS_LOAD  MEM[104] accepted 1
16985:  112:invalid | 108:invalid | 104:-       | 100:jalr    |  96:addi    r1=1  BUS_LOAD  MEM[104] accepted 1
16986:   76:lw      |   0:-       |   0:-       |   0:-       | 100:jalr    BUS_LOAD  MEM[72] accepted 1
16987:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
16988:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
16989:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3784] accepted 1
16990:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=1  BUS_LOAD  MEM[80] accepted 1
16991:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
16992:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=2  BUS_LOAD  MEM[88] accepted 1
16993:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3800] accepted 1
16994:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=56  BUS_LOAD  MEM[88] accepted 1
16995:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3808  BUS_LOAD  MEM[96] accepted 1
16996:   60:sw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[56] accepted 1
16997:   64:lw      |  60:sw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[56] accepted 1
16998:   68:addi    |  64:lw      |  60:sw      |   0:-       |   0:-       BUS_LOAD  MEM[64] accepted 1
16999:   72:-       |  68:addi    |  64:lw      |  60:sw      |   0:-       BUS_STORE MEM[3816] = 2 accepted 1
17000:   72:-       |  68:addi    |   0:-       |  64:lw      |  60:sw      BUS_LOAD  MEM[3808] accepted 1
17001:   72:jal     |  72:-       |  68:addi    |   0:-       |  64:lw      r17=3  BUS_LOAD  MEM[64] accepted 1
17002:   76:lw      |  72:jal     |  72:-       |  68:addi    |   0:-       BUS_LOAD  MEM[72] accepted 1
17003:   80:add     |  76:lw      |  72:jal     |  72:-       |  68:addi    r17=1  BUS_LOAD  MEM[72] accepted 1
17004:   84:-       |  80:add     |  76:lw      |  72:jal     |  72:-       BUS_LOAD  MEM[80] accepted 1
17005:   32:beq     |   0:-       |   0:-       |   0:-       |  72:jal     r27=72  BUS_LOAD  MEM[24] accepted 1
17006:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
17007:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
17008:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
17009:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
17010:   96:addi    |   0:-       |   0:-       |   0:-       |  36:beq     BUS_LOAD  MEM[88] accepted 1
17011:  100:jalr    |  96:addi    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
17012:  104:invalid | 100:jalr    |  96:addi    |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
17013:  108:invalid | 104:invalid | 100:jalr    |  96:addi    |   0:-       BUS_LOAD  MEM[104] accepted 1
17014:  112:invalid | 108:invalid | 104:-       | 100:jalr    |  96:addi    r1=1  BUS_LOAD  MEM[104] accepted 1
17015:   76:lw      |   0:-       |   0:-       |   0:-       | 100:jalr    BUS_LOAD  MEM[72] accepted 1
17016:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
17017:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
17018:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3816] accepted 1
17019:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=2  BUS_LOAD  MEM[80] accepted 1
17020:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
17021:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=3  BUS_LOAD  MEM[88] accepted 1
17022:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3832] accepted 1
17023:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=72  BUS_LOAD  MEM[88] accepted 1
17024:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3840  BUS_LOAD  MEM[96] accepted 1
17025:   76:lw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[72] accepted 1
17026:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
17027:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
17028:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3848] accepted 1
17029:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=5  BUS_LOAD  MEM[80] accepted 1
17030:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
17031:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=8  BUS_LOAD  MEM[88] accepted 1
17032:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3864] accepted 1
17033:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=56  BUS_LOAD  MEM[88] accepted 1
17034:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3872  BUS_LOAD  MEM[96] accepted 1
17035:   60:sw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[56] accepted 1
17036:   64:lw      |  60:sw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[56] accepted 1
17037:   68:addi    |  64:lw      |  60:sw      |   0:-       |   0:-       BUS_LOAD  MEM[64] accepted 1
17038:   72:-       |  68:addi    |  64:lw      |  60:sw      |   0:-       BUS_STORE MEM[3880] = 8 accepted 1
17039:   72:-       |  68:addi    |   0:-       |  64:lw      |  60:sw      BUS_LOAD  MEM[3872] accepted 1
17040:   72:jal     |  72:-       |  68:addi    |   0:-       |  64:lw      r17=6  BUS_LOAD  MEM[64] accepted 1
17041:   76:lw      |  72:jal     |  72:-       |  68:addi    |   0:-       BUS_LOAD  MEM[72] accepted 1
17042:   80:add     |  76:lw      |  72:jal     |  72:-       |  68:addi    r17=4  BUS_LOAD  MEM[72] accepted 1
17043:   84:-       |  80:add     |  76:lw      |  72:jal     |  72:-       BUS_LOAD  MEM[80] accepted 1
17044:   32:beq     |   0:-       |   0:-       |   0:-       |  72:jal     r27=72  BUS_LOAD  MEM[24] accepted 1
17045:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
17046:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
17047:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
17048:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
17049:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
17050:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3840  BUS_STORE MEM[3864] = 72 accepted 1
17051:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3840] = 4 accepted 1
17052:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
17053:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=3  BUS_LOAD  MEM[56] accepted 1
17054:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
17055:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
17056:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
17057:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
17058:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
17059:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
17060:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
17061:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
17062:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3808  BUS_STORE MEM[3832] = 56 accepted 1
17063:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3808] = 3 accepted 1
17064:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
17065:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=2  BUS_LOAD  MEM[56] accepted 1
17066:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
17067:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
17068:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
17069:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
17070:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
17071:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
17072:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
17073:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
17074:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3776  BUS_STORE MEM[3800] = 56 accepted 1
17075:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3776] = 2 accepted 1
17076:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
17077:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=1  BUS_LOAD  MEM[56] accepted 1
17078:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
